t2_tariff,n_replications,first_path_seed,mean_reset_count,std_reset_count,jo_kc_series_mean,jo_kc_series_std,total_A,std_total_A,total_B,std_total_B,total_C,std_total_C,gap_A_minus_B,gap_A_minus_C,gap_B_minus_C,demand_A,std_demand_A,demand_B,std_demand_B,demand_C,std_demand_C,activation_B,std_activation_B,activation_C,std_activation_C,withdrawal_C,std_withdrawal_C
0.55,1000,75260331,0.218,0.42246419966667,"[0.05, 0.55, 0.5525610000000001, 0.5832459999999999, 0.610558, 0.64644, 0.688188, 0.726501, 0.73873, 0.768752, 0.78774, 0.8132820000000001, 0.826943, 0.861438, 0.876356, 0.898447, 0.916258, 0.9237110000000001, 0.9561609999999999, 0.975521, 0.963877, 0.9626119999999999, 0.973589, 0.969937, 0.955722, 0.968957, 0.966481, 0.9626509999999999, 0.951566, 0.939375]","[0.0, 0.0, 0.32353561825400307, 0.42918100550234045, 0.49631636345782515, 0.560721162789492, 0.6111267026206595, 0.6605211654436215, 0.6668412982861814, 0.6878281198787964, 0.6984715802378791, 0.7218926142273517, 0.722891423210291, 0.7590378094377117, 0.7823697867786051, 0.7995757945254471, 0.8073486517211755, 0.7912154684275327, 0.818856134543181, 0.8042617929250401, 0.8136245558431726, 0.801278391981214, 0.8000649561623107, 0.8055933546343341, 0.80054227790667, 0.8179722227258087, 0.8035671705831442, 0.7864026024874282, 0.7865413146453275, 0.7788999244928709]",16521.788310194388,1372.4121202921094,16043.728858121014,991.7145422154348,17370.688924943177,931.4799162464515,478.0594520733739,-848.9006147487889,-1326.9600668221628,1784.4562447443056,48.737604452277026,1803.2347447568643,33.43653242220992,1834.232439779668,19.416343148194862,0.607,1.9111648280564395,1.693,0.4612493902434994,19.693,0.4612493902434994
0.6,1000,80260331,0.235,0.4514144437210666,"[0.05, 0.6, 0.596095, 0.617294, 0.643454, 0.672432, 0.7164470000000001, 0.763999, 0.807342, 0.834932, 0.864559, 0.879518, 0.920633, 0.938057, 0.93171, 0.946991, 0.973273, 0.976741, 0.990578, 0.973176, 0.96616, 0.9625779999999999, 0.965485, 0.9474210000000001, 0.940207, 0.97172, 0.959433, 0.967515, 0.981226, 0.982662]","[0.0, 0.0, 0.33670944740978087, 0.45501596187826204, 0.5141497757307689, 0.5614698721890605, 0.6268826933254737, 0.6570480492315611, 0.6972985537314702, 0.7175709228891595, 0.7518558548811068, 0.75323770462982, 0.7784679841271572, 0.789829889122335, 0.8112530886844129, 0.8106570217539598, 0.8289119654529062, 0.8163618547672349, 0.829233008216629, 0.8220405884285763, 0.8153881299111485, 0.8044519574940445, 0.8088240561302563, 0.8114210865875991, 0.7765677138221754, 0.806380253726491, 0.8010680092919702, 0.7942099595037826, 0.8089170643051116, 0.8254795962081679]",16635.480515481442,1405.3322873419932,16094.93541973516,1015.3938731600049,17328.49674774605,977.9719292805539,540.5450957462817,-693.0162322646065,-1233.5613280108882,1780.5653401649067,50.155123904152,1801.8230461909436,33.0894786027682,1832.0095710422618,20.285241350419625,0.696,2.4069864976771265,1.65,0.47696960070847283,19.65,0.47696960070847283
0.65,1000,85260331,0.251,0.44497078555788355,"[0.05, 0.65, 0.6570309999999999, 0.6782480000000001, 0.712976, 0.757324, 0.7781269999999999, 0.807787, 0.8347709999999999, 0.869585, 0.904098, 0.925491, 0.967865, 0.9706710000000001, 0.963894, 0.961176, 0.973552, 0.994421, 1.005233, 0.976823, 0.951391, 0.9669110000000001, 0.9614579999999999, 0.961191, 0.967279, 0.972167, 0.9938049999999999, 0.994813, 0.981028, 0.968566]","[0.0, 0.0, 0.35584104040849474, 0.4669907520454768, 0.5387549753125256, 0.6008006017174085, 0.6607912400077652, 0.6911659089039331, 0.7181943849397598, 0.7233024282933108, 0.7441466148522078, 0.7588661119848481, 0.7869971199280211, 0.8077349347149719, 0.7881918261210275, 0.8006403705934394, 0.8177561637163, 0.8406789528464478, 0.8453683000391014, 0.8030947937018394, 0.7803767513957601, 0.8016709244315899, 0.7881200582626989, 0.7903310664012898, 0.7823314841926023, 0.7873808069231812, 0.7939306461996539, 0.8097467270887855, 0.808889781871424, 0.819353944058366]",16730.424331950446,1409.8779317910198,16166.923374578522,999.3618660393712,17371.132027601638,968.366199997033,563.5009573719235,-640.7076956511919,-1204.2086530231154,1776.8013882148948,49.78386939192231,1798.9466495147642,32.09892757264692,1830.1007836114698,20.34602752411449,0.687,2.4006313752844273,1.546,0.49787950349457044,19.546,0.49787950349457044
0.7,1000,90260331,0.254,0.4555041163370535,"[0.05, 0.7, 0.715453, 0.7426090000000001, 0.764645, 0.807958, 0.8679840000000001, 0.8960349999999999, 0.917413, 0.932687, 0.957951, 0.959102, 0.96075, 0.9768300000000001, 0.9865280000000001, 0.9926470000000001, 0.9903719999999999, 0.973894, 0.98162, 0.982052, 0.994023, 0.987439, 0.974548, 0.97822, 0.979992, 0.954427, 0.95037, 0.94952, 0.942902, 0.963144]","[0.0, 0.0, 0.34600240431390067, 0.4815849542074586, 0.5674620031112215, 0.6360226743096506, 0.681298755131697, 0.7153842112983764, 0.7481255699620218, 0.7616660324781459, 0.7698805287828755, 0.7570775135981784, 0.7807620914849798, 0.7830589039784939, 0.8028860013825125, 0.8191182529958663, 0.8315583212354982, 0.8159147558195035, 0.8154672829733882, 0.8149777096927253, 0.7995023367514319, 0.8221917977449058, 0.8190292508183087, 0.796997624588681, 0.7903375885885727, 0.7872000804566778, 0.7919710153155859, 0.7831172527789182, 0.7774334533553339, 0.7835315177221654]",16810.081232701516,1421.0352789217447,16241.890319135162,1009.4851359059559,17419.040399838916,934.8143584664502,568.1909135663536,-608.9591671374001,-1177.1500807037537,1773.881191568897,49.83486731567342,1796.145846104752,32.74110202901688,1828.2752458386296,20.379241949091675,0.417,0.7919034032001631,1.474,0.49932354240512233,19.474,0.49932354240512233
0.75,1000,95260331,0.267,0.46659511356206895,"[0.05, 0.75, 0.759254, 0.7781520000000001, 0.78649, 0.817711, 0.848431, 0.873641, 0.8979389999999999, 0.9138, 0.92811, 0.941744, 0.970581, 0.98741, 0.984932, 0.988019, 0.999182, 0.995023, 0.982189, 0.980705, 1.0043060000000001, 0.998728, 1.018309, 0.9920209999999999, 0.995287, 0.99088, 0.995606, 0.982934, 0.969424, 0.976159]","[0.0, 0.0, 0.35125282274168274, 0.4681380810145656, 0.550691950095514, 0.6106899421793354, 0.6506843898842203, 0.691803258245435, 0.7166258265503693, 0.7527906176354751, 0.764267047503685, 0.7762632262731503, 0.8100467464529439, 0.8216839428271676, 0.8349783490462492, 0.8166850424974123, 0.8293384187869268, 0.8243786814753278, 0.7932172509968501, 0.7812127661367292, 0.8034341817249251, 0.7799751624353175, 0.8109567285120705, 0.7844655139386307, 0.8191886453259714, 0.8028125457415324, 0.7986102533551644, 0.7856065501534467, 0.789940335863412, 0.8097979005400051]",16846.273386174846,1417.8231812013753,16248.468145232595,1007.8145230728128,17402.79266033583,974.6192759842543,597.8052409422507,-556.5192741609826,-1154.3245151032334,1772.201880166596,49.16976056277603,1796.3266251993075,31.13137014764079,1828.0799380877875,20.033975885188905,0.498,1.3957062728239062,1.401,0.4901010099969189,19.401,0.4901010099969189
0.8,1000,100260331,0.257,0.4592940234751591,"[0.05, 0.8, 0.8076559999999999, 0.839446, 0.850475, 0.8941979999999999, 0.9046470000000001, 0.928601, 0.945024, 0.950787, 0.952857, 0.9751340000000001, 0.9607960000000001, 0.986852, 0.9954379999999999, 0.9602999999999999, 0.94329, 0.9570339999999999, 0.9714940000000001, 0.992355, 1.006172, 1.018302, 1.020164, 1.0085, 1.0217749999999999, 1.006788, 0.99088, 0.984094, 0.969833, 0.981565]","[0.0, 0.0, 0.36711153027928717, 0.48648404196232375, 0.5725530974285267, 0.6516844334461274, 0.6913263400095501, 0.7352521294080011, 0.7578872247399345, 0.762860351329783, 0.7781758789316204, 0.7840795737959254, 0.8002743669417383, 0.8017670397914846, 0.8176505366940084, 0.8123222562505598, 0.7973420344494576, 0.797734233215549, 0.7881483553012085, 0.7953342951080382, 0.7964489678667429, 0.7969023521084625, 0.8016677535637815, 0.7791167691687813, 0.8066827916690674, 0.8103667299784709, 0.7932374257433898, 0.7993557575723089, 0.7808477489952826, 0.8013288561976287]",16902.943747995432,1464.1487469762724,16264.574844609451,978.6348771881475,17398.912456100377,938.5190238269739,638.368903385981,-495.9687081049451,-1134.337611490926,1769.7568340160472,51.11958456738527,1794.8261992102152,31.36609703085685,1826.971306168471,20.446000152940773,0.468,1.1484668040479011,1.336,0.47233886141201636,19.336,0.47233886141201636
0.85,1000,105260331,0.307,0.5086757316798197,"[0.05, 0.85, 0.863639, 0.8775040000000001, 0.879725, 0.921971, 0.9628300000000001, 0.96484, 0.96678, 1.003714, 1.0180660000000001, 1.025395, 1.02033, 1.006472, 1.012722, 1.025126, 1.040038, 1.028103, 1.019933, 0.996487, 1.00679, 1.01611, 1.021029, 1.024951, 1.007067, 0.9969690000000001, 1.009078, 1.020099, 1.0328320000000002, 1.0386220000000002]","[0.0, 0.0, 0.3574878161266479, 0.49953339025934995, 0.6002634766292215, 0.6685430952145119, 0.7203861610969494, 0.7383553117571512, 0.768480991046623, 0.7970775308613335, 0.831359705328566, 0.8397020941828119, 0.8343134417591509, 0.8254785334677093, 0.8252167089413543, 0.8289090602255473, 0.8363260204944003, 0.8219361376597333, 0.8264562738046097, 0.809945957352094, 0.8290300536771873, 0.8413650134751266, 0.8386709331788005, 0.8349045721512129, 0.8137351451860735, 0.8073898203711761, 0.7853106684083695, 0.7939569731408623, 0.8094867088322081, 0.8244873492759001]",17030.021501750645,1523.2709808939976,16274.528044628913,986.6953756383152,17345.456390846124,971.7321643760373,755.4934571217327,-315.43488909547887,-1070.9283462172116,1766.6366770981806,51.67880054829591,1794.368043715002,31.02245858325876,1825.0104460294613,20.842572820473514,0.584,1.6801618969611232,1.309,0.4620811617021408,19.309,0.4620811617021408
0.9,1000,110260331,0.291,0.49428635425226947,"[0.05, 0.9, 0.8995019999999999, 0.903084, 0.940812, 0.96009, 0.991602, 1.006105, 1.031892, 1.0535709999999998, 1.053329, 1.024849, 1.013997, 1.03925, 1.0395260000000002, 1.0316610000000002, 1.0487760000000002, 1.017326, 1.017586, 1.04975, 1.044049, 1.022011, 1.031406, 1.021258, 1.033308, 1.026053, 1.027395, 1.01142, 1.010238, 0.9866119999999999]","[0.0, 0.0, 0.37124496763727316, 0.4940362142029671, 0.5734123199374077, 0.6439321733692144, 0.6930637197227972, 0.7250361232207675, 0.7596898474614492, 0.7830032802990036, 0.7989138969619943, 0.8014897343066847, 0.797953361413435, 0.8088553884966089, 0.8262725708408818, 0.817099872768929, 0.8214018406504822, 0.7919610569491407, 0.8064903623751495, 0.8285221056193974, 0.8158598964276893, 0.8180331074467585, 0.8259651960972689, 0.8270487757297027, 0.8260669773910587, 0.8249285776302091, 0.8012088959659647, 0.787738003145716, 0.7944690285693962, 0.7605446189777428]",17087.578199835076,1506.4555994759305,16377.016280316659,987.6647086334447,17448.153457425244,890.4621832043364,710.5619195184172,-360.5752575901679,-1071.137177108585,1763.0414010126306,52.20040319954816,1791.4444349870057,31.489324488370155,1823.570946151315,20.37136279900852,0.493,1.1036081732209126,1.25,0.4330127018922193,19.25,0.4330127018922193
0.95,1000,115260331,0.295,0.5019711147068125,"[0.05, 0.95, 0.955639, 0.974928, 0.990435, 1.011946, 1.024391, 1.029568, 1.03163, 1.0476759999999998, 1.0428199999999999, 1.042934, 1.036828, 1.027683, 1.0174450000000002, 1.0245799999999998, 1.027238, 1.03865, 1.049976, 1.065363, 1.035591, 1.0281310000000001, 1.0315329999999998, 1.035774, 1.011345, 0.983506, 0.999506, 1.0105410000000001, 1.0178369999999999, 1.007766]","[0.0, 0.0, 0.3716457354511148, 0.4987887757518206, 0.5980790213466779, 0.6660644616581791, 0.7319706907513442, 0.7600629154063497, 0.7900735036058354, 0.791577942481977, 0.7896876215314509, 0.7841901310549629, 0.7951882295507147, 0.7916460714934421, 0.8101501805066762, 0.80526103941517, 0.8095647703278596, 0.8203368256393224, 0.8154974551916149, 0.8038960214051317, 0.7865621791816588, 0.7884027294720637, 0.8009423405657863, 0.8182222258799867, 0.8067303365902389, 0.7762266962453688, 0.7961349370326616, 0.8245052372902187, 0.8375609687843626, 0.8306024748602667]",17127.140235410337,1519.519427523252,16332.616846373636,987.6675415114769,17413.868396529444,981.7633658436877,794.5233890367017,-286.7281611191065,-1081.2515501558082,1761.797397389459,51.9877364077755,1790.0949648093513,31.449368863762206,1822.6670129288111,20.350410525052677,0.53,1.4349564453320527,1.195,0.3962007067131506,19.195,0.3962007067131506
1.0,1000,120260331,0.312,0.5105448070443964,"[0.05, 1.0, 0.995217, 1.003493, 1.023288, 1.046653, 1.068003, 1.075191, 1.055264, 1.063906, 1.049832, 1.0500209999999999, 1.062301, 1.0508250000000001, 1.0498409999999998, 1.063408, 1.0500209999999999, 1.047469, 1.0366959999999998, 1.04903, 1.051375, 1.043586, 1.038045, 1.032474, 1.041692, 1.0609549999999999, 1.0832819999999999, 1.0763589999999998, 1.074836, 1.070832]","[0.0, 0.0, 0.36952254317023747, 0.5042094266780421, 0.6041316587102517, 0.6863920502096451, 0.7396127412308416, 0.7710076812321651, 0.7783909328248885, 0.7876679980575573, 0.7955051211500779, 0.7902975860769157, 0.8026705503498929, 0.8161083226968097, 0.8292384757830524, 0.8434418246304839, 0.8176645831629251, 0.7969908952045813, 0.7904119708000379, 0.777995586812676, 0.8031027072392423, 0.7979849263012428, 0.814321391696792, 0.8154854832086221, 0.8155319240446691, 0.819104349258994, 0.8261001298123611, 0.8472737114527985, 0.8473812678505467, 0.8275268876453502]",17227.29573089138,1530.4017313975394,16356.699685551053,968.0602945932104,17362.68203134461,987.1064441602953,870.5960453403259,-135.38630045323225,-1005.9823457935581,1758.4404334676829,51.5836276653568,1788.6560752720038,30.35560170007394,1821.4817540201684,20.635125346429795,0.563,1.4491483705956405,1.161,0.3675309510775929,19.161,0.3675309510775929
