model,validation_rmse,validation_smape_pct
gradient_boosting_lag_calendar,590.3569824454553,8.096154766810114
random_forest_lag_calendar,603.1112215713028,8.306369037380117
seasonal_naive,609.2319162501071,8.687319929233771
ets_additive,1174.9936794167475,17.395322930314936
elasticnet_lag_calendar,1295.0007778181246,18.45291022325336
ridge_lag_calendar,1294.6342210282346,18.48506631062988
