level_shift,span,tail_anchor,jo_kc_tail,total_A,total_B,total_C,gap_A_minus_B,gap_A_minus_C,gap_B_minus_C,demand_A,demand_B,demand_C,activation_B,activation_C,withdrawal_C
-0.4,0.05,1.14,"[0.6802292307692307, 0.7115792307692307, 0.6602792307692307, 0.7315292307692307, 0.6346292307692307, 0.6916292307692307, 0.6745292307692307, 0.7201292307692306, 0.6460292307692307, 0.6802292307692307, 0.7001792307692307, 0.6659792307692307, 0.7372292307692306, 0.6232292307692308, 0.7030292307692306, 0.6802292307692307, 0.7115792307692307, 0.6602792307692307, 0.7315292307692307, 0.6346292307692307, 0.6916292307692307, 0.6745292307692307, 0.7201292307692306, 0.6460292307692307, 0.6802292307692307, 0.7001792307692307, 0.6659792307692307, 0.7372292307692306, 0.6232292307692308, 0.7030292307692306, 0.6802292307692307, 0.7115792307692307, 0.6602792307692307, 0.7315292307692307, 0.6346292307692307, 0.6916292307692307, 0.6745292307692307, 0.7201292307692306, 0.6460292307692307, 0.6802292307692307, 0.7001792307692307, 0.6659792307692307, 0.7372292307692306, 0.6232292307692308, 0.7030292307692306, 0.6802292307692307, 0.7115792307692307, 0.6602792307692307, 0.7315292307692307, 0.6346292307692307, 0.6916292307692307, 0.6745292307692307, 0.7201292307692306, 0.6460292307692307, 0.6802292307692307, 0.7001792307692307, 0.6659792307692307, 0.7372292307692306, 0.6232292307692308, 0.7030292307692306, 0.6802292307692307, 0.7115792307692307, 0.6602792307692307, 0.7315292307692307, 0.6346292307692307]",40121.947664317544,36556.494596707176,37424.01743439251,3565.4530676103677,2697.930229925034,-867.5228376853338,4717.161135113867,4833.955422315446,4901.340484601655,1,1,14
-0.3,0.05,1.14,"[0.7942292307692306, 0.8255792307692307, 0.7742792307692307, 0.8455292307692307, 0.7486292307692307, 0.8056292307692307, 0.7885292307692306, 0.8341292307692306, 0.7600292307692307, 0.7942292307692306, 0.8141792307692307, 0.7799792307692307, 0.8512292307692306, 0.7372292307692306, 0.8170292307692306, 0.7942292307692306, 0.8255792307692307, 0.7742792307692307, 0.8455292307692307, 0.7486292307692307, 0.8056292307692307, 0.7885292307692306, 0.8341292307692306, 0.7600292307692307, 0.7942292307692306, 0.8141792307692307, 0.7799792307692307, 0.8512292307692306, 0.7372292307692306, 0.8170292307692306, 0.7942292307692306, 0.8255792307692307, 0.7742792307692307, 0.8455292307692307, 0.7486292307692307, 0.8056292307692307, 0.7885292307692306, 0.8341292307692306, 0.7600292307692307, 0.7942292307692306, 0.8141792307692307, 0.7799792307692307, 0.8512292307692306, 0.7372292307692306, 0.8170292307692306, 0.7942292307692306, 0.8255792307692307, 0.7742792307692307, 0.8455292307692307, 0.7486292307692307, 0.8056292307692307, 0.7885292307692306, 0.8341292307692306, 0.7600292307692307, 0.7942292307692306, 0.8141792307692307, 0.7799792307692307, 0.8512292307692306, 0.7372292307692306, 0.8170292307692306, 0.7942292307692306, 0.8255792307692307, 0.7742792307692307, 0.8455292307692307, 0.7486292307692307]",40824.03140452202,36329.244008148955,37304.99853512804,4494.787396373067,3519.032869393981,-975.7545269790862,4677.2342217850955,4818.007716354537,4901.340484601655,1,1,14
-0.2,0.05,1.14,"[0.9082292307692307, 0.9395792307692308, 0.8882792307692308, 0.9595292307692307, 0.8626292307692308, 0.9196292307692308, 0.9025292307692308, 0.9481292307692307, 0.8740292307692308, 0.9082292307692307, 0.9281792307692308, 0.8939792307692308, 0.9652292307692307, 0.8512292307692307, 0.9310292307692307, 0.9082292307692307, 0.9395792307692308, 0.8882792307692308, 0.9595292307692307, 0.8626292307692308, 0.9196292307692308, 0.9025292307692308, 0.9481292307692307, 0.8740292307692308, 0.9082292307692307, 0.9281792307692308, 0.8939792307692308, 0.9652292307692307, 0.8512292307692307, 0.9310292307692307, 0.9082292307692307, 0.9395792307692308, 0.8882792307692308, 0.9595292307692307, 0.8626292307692308, 0.9196292307692308, 0.9025292307692308, 0.9481292307692307, 0.8740292307692308, 0.9082292307692307, 0.9281792307692308, 0.8939792307692308, 0.9652292307692307, 0.8512292307692307, 0.9310292307692307, 0.9082292307692307, 0.9395792307692308, 0.8882792307692308, 0.9595292307692307, 0.8626292307692308, 0.9196292307692308, 0.9025292307692308, 0.9481292307692307, 0.8740292307692308, 0.9082292307692307, 0.9281792307692308, 0.8939792307692308, 0.9652292307692307, 0.8512292307692307, 0.9310292307692307, 0.9082292307692307, 0.9395792307692308, 0.8882792307692308, 0.9595292307692307, 0.8626292307692308]",41499.044520091644,36109.710819310625,37185.97963586357,5389.333700781019,4313.064884228072,-1076.268816552947,4637.924047691059,4802.9718842998245,4901.340484601655,1,1,14
-0.1,0.05,1.14,"[1.0222292307692307, 1.0535792307692307, 1.0022792307692308, 1.0735292307692308, 0.9766292307692308, 1.0336292307692307, 1.0165292307692306, 1.0621292307692307, 0.9880292307692308, 1.0222292307692307, 1.0421792307692308, 1.0079792307692308, 1.0792292307692306, 0.9652292307692307, 1.0450292307692306, 1.0222292307692307, 1.0535792307692307, 1.0022792307692308, 1.0735292307692308, 0.9766292307692308, 1.0336292307692307, 1.0165292307692306, 1.0621292307692307, 0.9880292307692308, 1.0222292307692307, 1.0421792307692308, 1.0079792307692308, 1.0792292307692306, 0.9652292307692307, 1.0450292307692306, 1.0222292307692307, 1.0535792307692307, 1.0022792307692308, 1.0735292307692308, 0.9766292307692308, 1.0336292307692307, 1.0165292307692306, 1.0621292307692307, 0.9880292307692308, 1.0222292307692307, 1.0421792307692308, 1.0079792307692308, 1.0792292307692306, 0.9652292307692307, 1.0450292307692306, 1.0222292307692307, 1.0535792307692307, 1.0022792307692308, 1.0735292307692308, 0.9766292307692308, 1.0336292307692307, 1.0165292307692306, 1.0621292307692307, 0.9880292307692308, 1.0222292307692307, 1.0421792307692308, 1.0079792307692308, 1.0792292307692306, 0.9652292307692307, 1.0450292307692306, 1.0222292307692307, 1.0535792307692307, 1.0022792307692308, 1.0735292307692308, 0.9766292307692308]",42147.653822047534,35897.251273180365,37066.9607365991,6250.402548867169,5080.693085448431,-1169.7094634187379,4599.220885530858,4788.772065437429,4901.340484601655,1,1,14
0.0,0.05,1.14,"[1.1362292307692305, 1.1675792307692305, 1.1162792307692306, 1.1875292307692307, 1.0906292307692307, 1.1476292307692308, 1.1305292307692307, 1.1761292307692306, 1.1020292307692308, 1.1362292307692305, 1.1561792307692307, 1.1219792307692307, 1.1932292307692307, 1.0792292307692306, 1.1590292307692307, 1.1362292307692305, 1.1675792307692305, 1.1162792307692306, 1.1875292307692307, 1.0906292307692307, 1.1476292307692308, 1.1305292307692307, 1.1761292307692306, 1.1020292307692308, 1.1362292307692305, 1.1561792307692307, 1.1219792307692307, 1.1932292307692307, 1.0792292307692306, 1.1590292307692307, 1.1362292307692305, 1.1675792307692305, 1.1162792307692306, 1.1875292307692307, 1.0906292307692307, 1.1476292307692308, 1.1305292307692307, 1.1761292307692306, 1.1020292307692308, 1.1362292307692305, 1.1561792307692307, 1.1219792307692307, 1.1932292307692307, 1.0792292307692306, 1.1590292307692307, 1.1362292307692305, 1.1675792307692305, 1.1162792307692306, 1.1875292307692307, 1.0906292307692307, 1.1476292307692308, 1.1305292307692307, 1.1761292307692306, 1.1020292307692308, 1.1362292307692305, 1.1561792307692307, 1.1219792307692307, 1.1932292307692307, 1.0792292307692306, 1.1590292307692307, 1.1362292307692305, 1.1675792307692305, 1.1162792307692306, 1.1875292307692307, 1.0906292307692307]",42770.51581366112,35691.29075964925,36947.941837334634,7079.225054011869,5822.573976326486,-1256.651077685383,4561.11555915573,4775.3406523304675,4901.340484601655,1,1,14
-1.0,0.1,1.14,"[0.0, 0.055158461538461545, 0.0, 0.09505846153846154, 0.0, 0.01525846153846154, 0.0, 0.07225846153846154, 0.0, 0.0, 0.03235846153846154, 0.0, 0.10645846153846154, 0.0, 0.03805846153846155, 0.0, 0.055158461538461545, 0.0, 0.09505846153846154, 0.0, 0.01525846153846154, 0.0, 0.07225846153846154, 0.0, 0.0, 0.03235846153846154, 0.0, 0.10645846153846154, 0.0, 0.03805846153846155, 0.0, 0.055158461538461545, 0.0, 0.09505846153846154, 0.0, 0.01525846153846154, 0.0, 0.07225846153846154, 0.0, 0.0, 0.03235846153846154, 0.0, 0.10645846153846154, 0.0, 0.03805846153846155, 0.0, 0.055158461538461545, 0.0, 0.09505846153846154, 0.0, 0.01525846153846154, 0.0, 0.07225846153846154, 0.0, 0.0, 0.03235846153846154, 0.0, 0.10645846153846154, 0.0, 0.03805846153846155, 0.0, 0.055158461538461545, 0.0, 0.09505846153846154, 0.0]",35484.27551526577,35484.27551526577,37837.719963868076,0.0,-2353.444448602306,-2353.444448602306,4954.033667388662,4954.033667388662,4901.340484601655,0,1,14
-0.95,0.1,1.14,"[0.04945846153846159, 0.11215846153846158, 0.009558461538461595, 0.1520584615384616, 0.0, 0.07225846153846158, 0.03805846153846158, 0.12925846153846157, 0.0, 0.04945846153846159, 0.08935846153846158, 0.02095846153846159, 0.16345846153846158, 0.0, 0.0950584615384616, 0.04945846153846159, 0.11215846153846158, 0.009558461538461595, 0.1520584615384616, 0.0, 0.07225846153846158, 0.03805846153846158, 0.12925846153846157, 0.0, 0.04945846153846159, 0.08935846153846158, 0.02095846153846159, 0.16345846153846158, 0.0, 0.0950584615384616, 0.04945846153846159, 0.11215846153846158, 0.009558461538461595, 0.1520584615384616, 0.0, 0.07225846153846158, 0.03805846153846158, 0.12925846153846157, 0.0, 0.04945846153846159, 0.08935846153846158, 0.02095846153846159, 0.16345846153846158, 0.0, 0.0950584615384616, 0.04945846153846159, 0.11215846153846158, 0.009558461538461595, 0.1520584615384616, 0.0, 0.07225846153846158, 0.03805846153846158, 0.12925846153846157, 0.0, 0.04945846153846159, 0.08935846153846158, 0.02095846153846159, 0.16345846153846158, 0.0, 0.0950584615384616, 0.04945846153846159, 0.11215846153846158, 0.009558461538461595, 0.1520584615384616, 0.0]",35790.78766366617,35790.78766366617,37837.719963868076,0.0,-2046.9323002019082,-2046.9323002019082,4942.58989299843,4942.58989299843,4901.340484601655,0,1,14
-0.9,0.1,1.14,"[0.1064584615384615, 0.1691584615384615, 0.06655846153846151, 0.2090584615384615, 0.015258461538461504, 0.1292584615384615, 0.09505846153846151, 0.18625846153846148, 0.038058461538461506, 0.1064584615384615, 0.14635846153846152, 0.0779584615384615, 0.22045846153846152, 0.0, 0.15205846153846153, 0.1064584615384615, 0.1691584615384615, 0.06655846153846151, 0.2090584615384615, 0.015258461538461504, 0.1292584615384615, 0.09505846153846151, 0.18625846153846148, 0.038058461538461506, 0.1064584615384615, 0.14635846153846152, 0.0779584615384615, 0.22045846153846152, 0.0, 0.15205846153846153, 0.1064584615384615, 0.1691584615384615, 0.06655846153846151, 0.2090584615384615, 0.015258461538461504, 0.1292584615384615, 0.09505846153846151, 0.18625846153846148, 0.038058461538461506, 0.1064584615384615, 0.14635846153846152, 0.0779584615384615, 0.22045846153846152, 0.0, 0.15205846153846153, 0.1064584615384615, 0.1691584615384615, 0.06655846153846151, 0.2090584615384615, 0.015258461538461504, 0.1292584615384615, 0.09505846153846151, 0.18625846153846148, 0.038058461538461506, 0.1064584615384615, 0.14635846153846152, 0.0779584615384615, 0.22045846153846152, 0.0, 0.15205846153846153, 0.1064584615384615, 0.1691584615384615, 0.06655846153846151, 0.2090584615384615, 0.015258461538461504]",36174.600668071515,36174.600668071515,37837.719963868076,0.0,-1663.1192957965613,-1663.1192957965613,4925.447805488786,4925.447805488786,4901.340484601655,0,1,14
-0.85,0.1,1.14,"[0.16345846153846155, 0.22615846153846156, 0.12355846153846156, 0.2660584615384615, 0.07225846153846155, 0.18625846153846154, 0.15205846153846156, 0.24325846153846153, 0.09505846153846155, 0.16345846153846155, 0.20335846153846157, 0.13495846153846155, 0.27745846153846154, 0.04945846153846155, 0.20905846153846155, 0.16345846153846155, 0.22615846153846156, 0.12355846153846156, 0.2660584615384615, 0.07225846153846155, 0.18625846153846154, 0.15205846153846156, 0.24325846153846153, 0.09505846153846155, 0.16345846153846155, 0.20335846153846157, 0.13495846153846155, 0.27745846153846154, 0.04945846153846155, 0.20905846153846155, 0.16345846153846155, 0.22615846153846156, 0.12355846153846156, 0.2660584615384615, 0.07225846153846155, 0.18625846153846154, 0.15205846153846156, 0.24325846153846153, 0.09505846153846155, 0.16345846153846155, 0.20335846153846157, 0.13495846153846155, 0.27745846153846154, 0.04945846153846155, 0.20905846153846155, 0.16345846153846155, 0.22615846153846156, 0.12355846153846156, 0.2660584615384615, 0.07225846153846155, 0.18625846153846154, 0.15205846153846156, 0.24325846153846153, 0.09505846153846155, 0.16345846153846155, 0.20335846153846157, 0.13495846153846155, 0.27745846153846154, 0.04945846153846155, 0.20905846153846155, 0.16345846153846155, 0.22615846153846156, 0.12355846153846156, 0.2660584615384615, 0.07225846153846155]",36604.41585649246,36604.41585649246,37837.719963868076,0.0,-1233.3041073756176,-1233.3041073756176,4904.850346970316,4904.850346970316,4901.340484601655,0,1,14
-0.8,0.1,1.14,"[0.2204584615384615, 0.28315846153846147, 0.18055846153846147, 0.32305846153846146, 0.12925846153846146, 0.24325846153846148, 0.20905846153846147, 0.3002584615384615, 0.15205846153846145, 0.2204584615384615, 0.2603584615384615, 0.1919584615384615, 0.3344584615384615, 0.10645846153846146, 0.26605846153846147, 0.2204584615384615, 0.28315846153846147, 0.18055846153846147, 0.32305846153846146, 0.12925846153846146, 0.24325846153846148, 0.20905846153846147, 0.3002584615384615, 0.15205846153846145, 0.2204584615384615, 0.2603584615384615, 0.1919584615384615, 0.3344584615384615, 0.10645846153846146, 0.26605846153846147, 0.2204584615384615, 0.28315846153846147, 0.18055846153846147, 0.32305846153846146, 0.12925846153846146, 0.24325846153846148, 0.20905846153846147, 0.3002584615384615, 0.15205846153846145, 0.2204584615384615, 0.2603584615384615, 0.1919584615384615, 0.3344584615384615, 0.10645846153846146, 0.26605846153846147, 0.2204584615384615, 0.28315846153846147, 0.18055846153846147, 0.32305846153846146, 0.12925846153846146, 0.24325846153846148, 0.20905846153846147, 0.3002584615384615, 0.15205846153846145, 0.2204584615384615, 0.2603584615384615, 0.1919584615384615, 0.3344584615384615, 0.10645846153846146, 0.26605846153846147, 0.2204584615384615, 0.28315846153846147, 0.18055846153846147, 0.32305846153846146, 0.12925846153846146]",37024.59174102029,37024.59174102029,37837.719963868076,0.0,-813.1282228477867,-813.1282228477867,4883.354231920828,4883.354231920828,4901.340484601655,0,1,14
-0.75,0.1,1.14,"[0.27745846153846154, 0.3401584615384615, 0.23755846153846152, 0.3800584615384615, 0.1862584615384615, 0.30025846153846153, 0.2660584615384615, 0.35725846153846147, 0.2090584615384615, 0.27745846153846154, 0.31735846153846153, 0.24895846153846155, 0.39145846153846153, 0.16345846153846152, 0.3230584615384615, 0.27745846153846154, 0.3401584615384615, 0.23755846153846152, 0.3800584615384615, 0.1862584615384615, 0.30025846153846153, 0.2660584615384615, 0.35725846153846147, 0.2090584615384615, 0.27745846153846154, 0.31735846153846153, 0.24895846153846155, 0.39145846153846153, 0.16345846153846152, 0.3230584615384615, 0.27745846153846154, 0.3401584615384615, 0.23755846153846152, 0.3800584615384615, 0.1862584615384615, 0.30025846153846153, 0.2660584615384615, 0.35725846153846147, 0.2090584615384615, 0.27745846153846154, 0.31735846153846153, 0.24895846153846155, 0.39145846153846153, 0.16345846153846152, 0.3230584615384615, 0.27745846153846154, 0.3401584615384615, 0.23755846153846152, 0.3800584615384615, 0.1862584615384615, 0.30025846153846153, 0.2660584615384615, 0.35725846153846147, 0.2090584615384615, 0.27745846153846154, 0.31735846153846153, 0.24895846153846155, 0.39145846153846153, 0.16345846153846152, 0.3230584615384615, 0.27745846153846154, 0.3401584615384615, 0.23755846153846152, 0.3800584615384615, 0.1862584615384615]",37437.10778935979,37271.16577987659,37837.719963868076,165.94200948320213,-400.61217450828553,-566.5541839914877,4862.024776083379,4898.491830676887,4901.340484601655,1,1,14
-0.7,0.1,1.14,"[0.33445846153846154, 0.39715846153846157, 0.29455846153846155, 0.43705846153846156, 0.24325846153846156, 0.3572584615384616, 0.32305846153846157, 0.4142584615384615, 0.2660584615384615, 0.33445846153846154, 0.3743584615384616, 0.30595846153846157, 0.4484584615384616, 0.22045846153846158, 0.38005846153846157, 0.33445846153846154, 0.39715846153846157, 0.29455846153846155, 0.43705846153846156, 0.24325846153846156, 0.3572584615384616, 0.32305846153846157, 0.4142584615384615, 0.2660584615384615, 0.33445846153846154, 0.3743584615384616, 0.30595846153846157, 0.4484584615384616, 0.22045846153846158, 0.38005846153846157, 0.33445846153846154, 0.39715846153846157, 0.29455846153846155, 0.43705846153846156, 0.24325846153846156, 0.3572584615384616, 0.32305846153846157, 0.4142584615384615, 0.2660584615384615, 0.33445846153846154, 0.3743584615384616, 0.30595846153846157, 0.4484584615384616, 0.22045846153846158, 0.38005846153846157, 0.33445846153846154, 0.39715846153846157, 0.29455846153846155, 0.43705846153846156, 0.24325846153846156, 0.3572584615384616, 0.32305846153846157, 0.4142584615384615, 0.2660584615384615, 0.33445846153846154, 0.3743584615384616, 0.30595846153846157, 0.4484584615384616, 0.22045846153846158, 0.38005846153846157, 0.33445846153846154, 0.39715846153846157, 0.29455846153846155, 0.43705846153846156, 0.24325846153846156]",37842.05732629479,37311.613102660056,37832.61847086737,530.4442236347313,9.438855427419185,-521.0053682073121,4840.860661340806,4888.373418058441,4901.340484601655,1,1,14
-0.65,0.1,1.14,"[0.3914584615384615, 0.4541584615384615, 0.3515584615384615, 0.4940584615384615, 0.3002584615384615, 0.41425846153846146, 0.3800584615384615, 0.47125846153846146, 0.32305846153846146, 0.3914584615384615, 0.43135846153846147, 0.3629584615384615, 0.5054584615384615, 0.2774584615384615, 0.4370584615384615, 0.3914584615384615, 0.4541584615384615, 0.3515584615384615, 0.4940584615384615, 0.3002584615384615, 0.41425846153846146, 0.3800584615384615, 0.47125846153846146, 0.32305846153846146, 0.3914584615384615, 0.43135846153846147, 0.3629584615384615, 0.5054584615384615, 0.2774584615384615, 0.4370584615384615, 0.3914584615384615, 0.4541584615384615, 0.3515584615384615, 0.4940584615384615, 0.3002584615384615, 0.41425846153846146, 0.3800584615384615, 0.47125846153846146, 0.32305846153846146, 0.3914584615384615, 0.43135846153846147, 0.3629584615384615, 0.5054584615384615, 0.2774584615384615, 0.4370584615384615, 0.3914584615384615, 0.4541584615384615, 0.3515584615384615, 0.4940584615384615, 0.3002584615384615, 0.41425846153846146, 0.3800584615384615, 0.47125846153846146, 0.32305846153846146, 0.3914584615384615, 0.43135846153846147, 0.3629584615384615, 0.5054584615384615, 0.2774584615384615, 0.4370584615384615, 0.3914584615384615, 0.4541584615384615, 0.3515584615384615, 0.4940584615384615, 0.3002584615384615]",38239.53303360122,37215.712203088675,37773.109021235134,1023.8208305125445,466.42401236608566,-557.3968181464588,4819.860627694596,4878.586768724728,4901.340484601655,1,1,14
-0.6,0.1,1.14,"[0.44845846153846153, 0.5111584615384616, 0.40855846153846154, 0.5510584615384615, 0.35725846153846147, 0.4712584615384615, 0.43705846153846156, 0.5282584615384615, 0.3800584615384615, 0.44845846153846153, 0.4883584615384615, 0.41995846153846156, 0.5624584615384616, 0.33445846153846154, 0.49405846153846156, 0.44845846153846153, 0.5111584615384616, 0.40855846153846154, 0.5510584615384615, 0.35725846153846147, 0.4712584615384615, 0.43705846153846156, 0.5282584615384615, 0.3800584615384615, 0.44845846153846153, 0.4883584615384615, 0.41995846153846156, 0.5624584615384616, 0.33445846153846154, 0.49405846153846156, 0.44845846153846153, 0.5111584615384616, 0.40855846153846154, 0.5510584615384615, 0.35725846153846147, 0.4712584615384615, 0.43705846153846156, 0.5282584615384615, 0.3800584615384615, 0.44845846153846153, 0.4883584615384615, 0.41995846153846156, 0.5624584615384616, 0.33445846153846154, 0.49405846153846156, 0.44845846153846153, 0.5111584615384616, 0.40855846153846154, 0.5510584615384615, 0.35725846153846147, 0.4712584615384615, 0.43705846153846156, 0.5282584615384615, 0.3800584615384615, 0.44845846153846153, 0.4883584615384615, 0.41995846153846156, 0.5624584615384616, 0.33445846153846154, 0.49405846153846156, 0.44845846153846153, 0.5111584615384616, 0.40855846153846154, 0.5510584615384615, 0.35725846153846147]",38629.62615674655,37089.06569031121,37713.59957160291,1540.5604664353377,916.0265851436416,-624.5338812916962,4799.023363737746,4869.115945522347,4901.340484601655,1,1,14
-0.5,0.1,1.14,"[0.5624584615384615, 0.6251584615384614, 0.5225584615384615, 0.6650584615384615, 0.47125846153846146, 0.5852584615384615, 0.5510584615384615, 0.6422584615384614, 0.4940584615384615, 0.5624584615384615, 0.6023584615384614, 0.5339584615384615, 0.6764584615384615, 0.44845846153846153, 0.6080584615384614, 0.5624584615384615, 0.6251584615384614, 0.5225584615384615, 0.6650584615384615, 0.47125846153846146, 0.5852584615384615, 0.5510584615384615, 0.6422584615384614, 0.4940584615384615, 0.5624584615384615, 0.6023584615384614, 0.5339584615384615, 0.6764584615384615, 0.44845846153846153, 0.6080584615384614, 0.5624584615384615, 0.6251584615384614, 0.5225584615384615, 0.6650584615384615, 0.47125846153846146, 0.5852584615384615, 0.5510584615384615, 0.6422584615384614, 0.4940584615384615, 0.5624584615384615, 0.6023584615384614, 0.5339584615384615, 0.6764584615384615, 0.44845846153846153, 0.6080584615384614, 0.5624584615384615, 0.6251584615384614, 0.5225584615384615, 0.6650584615384615, 0.47125846153846146, 0.5852584615384615, 0.5510584615384615, 0.6422584615384614, 0.4940584615384615, 0.5624584615384615, 0.6023584615384614, 0.5339584615384615, 0.6764584615384615, 0.44845846153846153, 0.6080584615384614, 0.5624584615384615, 0.6251584615384614, 0.5225584615384615, 0.6650584615384615, 0.47125846153846146]",39388.026777195446,36843.34489657347,37594.58067233844,2544.6818806219744,1793.4461048570083,-751.2357757649661,4757.832211348342,4851.062617567638,4901.340484601655,1,1,14
-0.4,0.1,1.14,"[0.6764584615384615, 0.7391584615384614, 0.6365584615384615, 0.7790584615384615, 0.5852584615384614, 0.6992584615384615, 0.6650584615384615, 0.7562584615384614, 0.6080584615384614, 0.6764584615384615, 0.7163584615384614, 0.6479584615384615, 0.7904584615384614, 0.5624584615384615, 0.7220584615384614, 0.6764584615384615, 0.7391584615384614, 0.6365584615384615, 0.7790584615384615, 0.5852584615384614, 0.6992584615384615, 0.6650584615384615, 0.7562584615384614, 0.6080584615384614, 0.6764584615384615, 0.7163584615384614, 0.6479584615384615, 0.7904584615384614, 0.5624584615384615, 0.7220584615384614, 0.6764584615384615, 0.7391584615384614, 0.6365584615384615, 0.7790584615384615, 0.5852584615384614, 0.6992584615384615, 0.6650584615384615, 0.7562584615384614, 0.6080584615384614, 0.6764584615384615, 0.7163584615384614, 0.6479584615384615, 0.7904584615384614, 0.5624584615384615, 0.7220584615384614, 0.6764584615384615, 0.7391584615384614, 0.6365584615384615, 0.7790584615384615, 0.5852584615384614, 0.6992584615384615, 0.6650584615384615, 0.7562584615384614, 0.6080584615384614, 0.6764584615384615, 0.7163584615384614, 0.6479584615384615, 0.7904584615384614, 0.5624584615384615, 0.7220584615384614, 0.6764584615384615, 0.7391584615384614, 0.6365584615384615, 0.7790584615384615, 0.5852584615384614]",40117.97222396576,36606.954237007056,37475.56177307397,3511.017986958701,2642.410450891788,-868.6075360669129,4717.277217667975,4834.104317081375,4901.340484601655,1,1,14
-0.3,0.1,1.14,"[0.7904584615384614, 0.8531584615384614, 0.7505584615384614, 0.8930584615384615, 0.6992584615384614, 0.8132584615384615, 0.7790584615384615, 0.8702584615384614, 0.7220584615384614, 0.7904584615384614, 0.8303584615384614, 0.7619584615384615, 0.9044584615384614, 0.6764584615384613, 0.8360584615384614, 0.7904584615384614, 0.8531584615384614, 0.7505584615384614, 0.8930584615384615, 0.6992584615384614, 0.8132584615384615, 0.7790584615384615, 0.8702584615384614, 0.7220584615384614, 0.7904584615384614, 0.8303584615384614, 0.7619584615384615, 0.9044584615384614, 0.6764584615384613, 0.8360584615384614, 0.7904584615384614, 0.8531584615384614, 0.7505584615384614, 0.8930584615384615, 0.6992584615384614, 0.8132584615384615, 0.7790584615384615, 0.8702584615384614, 0.7220584615384614, 0.7904584615384614, 0.8303584615384614, 0.7619584615384615, 0.9044584615384614, 0.6764584615384613, 0.8360584615384614, 0.7904584615384614, 0.8531584615384614, 0.7505584615384614, 0.8930584615384615, 0.6992584615384614, 0.8132584615384615, 0.7790584615384615, 0.8702584615384614, 0.7220584615384614, 0.7904584615384614, 0.8303584615384614, 0.7619584615384615, 0.9044584615384614, 0.6764584615384613, 0.8360584615384614, 0.7904584615384614, 0.8531584615384614, 0.7505584615384614, 0.8930584615384615, 0.6992584615384614]",40820.160600769166,36379.06693038088,37356.5428738095,4441.0936703882835,3463.6177269596665,-977.475943428617,4677.3485646504905,4818.1445906853405,4901.340484601655,1,1,14
-0.2,0.1,1.14,"[0.9044584615384615, 0.9671584615384615, 0.8645584615384615, 1.0070584615384615, 0.8132584615384615, 0.9272584615384616, 0.8930584615384616, 0.9842584615384615, 0.8360584615384615, 0.9044584615384615, 0.9443584615384615, 0.8759584615384616, 1.0184584615384615, 0.7904584615384614, 0.9500584615384615, 0.9044584615384615, 0.9671584615384615, 0.8645584615384615, 1.0070584615384615, 0.8132584615384615, 0.9272584615384616, 0.8930584615384616, 0.9842584615384615, 0.8360584615384615, 0.9044584615384615, 0.9443584615384615, 0.8759584615384616, 1.0184584615384615, 0.7904584615384614, 0.9500584615384615, 0.9044584615384615, 0.9671584615384615, 0.8645584615384615, 1.0070584615384615, 0.8132584615384615, 0.9272584615384616, 0.8930584615384616, 0.9842584615384615, 0.8360584615384615, 0.9044584615384615, 0.9443584615384615, 0.8759584615384616, 1.0184584615384615, 0.7904584615384614, 0.9500584615384615, 0.9044584615384615, 0.9671584615384615, 0.8645584615384615, 1.0070584615384615, 0.8132584615384615, 0.9272584615384616, 0.8930584615384616, 0.9842584615384615, 0.8360584615384615, 0.9044584615384615, 0.9443584615384615, 0.8759584615384616, 1.0184584615384615, 0.7904584615384614, 0.9500584615384615, 0.9044584615384615, 0.9671584615384615, 0.8645584615384615, 1.0070584615384615, 0.8132584615384615]",41495.27510258767,36158.9526109358,37237.52397454503,5336.322491651874,4257.751128042641,-1078.5713636092332,4638.036572561132,4803.098017966734,4901.340484601655,1,1,14
-0.1,0.1,1.14,"[1.0184584615384615, 1.0811584615384615, 0.9785584615384615, 1.1210584615384616, 0.9272584615384615, 1.0412584615384615, 1.0070584615384615, 1.0982584615384614, 0.9500584615384615, 1.0184584615384615, 1.0583584615384614, 0.9899584615384615, 1.1324584615384614, 0.9044584615384614, 1.0640584615384614, 1.0184584615384615, 1.0811584615384615, 0.9785584615384615, 1.1210584615384616, 0.9272584615384615, 1.0412584615384615, 1.0070584615384615, 1.0982584615384614, 0.9500584615384615, 1.0184584615384615, 1.0583584615384614, 0.9899584615384615, 1.1324584615384614, 0.9044584615384614, 1.0640584615384614, 1.0184584615384615, 1.0811584615384615, 0.9785584615384615, 1.1210584615384616, 0.9272584615384615, 1.0412584615384615, 1.0070584615384615, 1.0982584615384614, 0.9500584615384615, 1.0184584615384615, 1.0583584615384614, 0.9899584615384615, 1.1324584615384614, 0.9044584615384614, 1.0640584615384614, 1.0184584615384615, 1.0811584615384615, 0.9785584615384615, 1.1210584615384616, 0.9272584615384615, 1.0412584615384615, 1.0070584615384615, 1.0982584615384614, 0.9500584615384615, 1.0184584615384615, 1.0583584615384614, 0.9899584615384615, 1.1324584615384614, 0.9044584615384614, 1.0640584615384614, 1.0184584615384615, 1.0811584615384615, 0.9785584615384615, 1.1210584615384616, 0.9272584615384615]",42143.984572552705,35945.96343861971,37118.50507528056,6198.021133932998,5025.479497272143,-1172.5416366608551,4599.331723599493,4788.888595724458,4901.340484601655,1,1,14
